Id,Model,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Automatic,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar
447,Corolla 1.6 G6 HB 2/3-Doors,11750,48,9,2000,75045,Petrol,110,1,0,1600,3,4,6,85,1055,0,0,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0
448,?Corolla 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors,10950,50,7,2000,74849,Petrol,110,1,1,1600,4,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
449,?Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,55,2,2000,74715,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
450,?Corolla 1.9 D HATCHB TERRA 2/3-Doors,10995,49,8,2000,74656,Diesel,69,0,0,1900,3,4,5,185,1105,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
451,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11450,56,1,2000,74500,Petrol,97,0,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
452,?Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,8900,49,8,2000,74494,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
453,Corolla 1.6 4/5-Doors,10500,50,7,2000,73634,Petrol,110,0,0,1587,5,4,5,85,1075,0,0,6,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
454,Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11750,47,10,2000,73403,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0
455,?Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11450,49,8,2000,73175,Petrol,97,1,0,1400,3,4,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
456,Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12000,52,5,2000,73000,Petrol,110,0,0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0
457,Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11950,50,7,2000,72242,Petrol,110,0,1,1600,3,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0
458,?Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9850,53,4,2000,72000,Petrol,97,1,0,1400,3,4,5,69,1025,0,0,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
459,?Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,54,3,2000,71725,Petrol,110,1,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1
460,Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,10950,54,3,2000,71276,Petrol,110,0,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
461,Corolla 1.9 D Linea Terra 2/3-Doors,8695,50,7,2000,70440,Diesel,69,1,0,1900,3,4,5,185,1105,0,1,6,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
462,Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10990,53,4,2000,70239,Petrol,110,0,0,1600,3,4,5,69,1040,0,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0
463,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,55,2,2000,69813,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1
464,?Corolla 1.3 16V HATCHB G6 2/3-Doors,11950,49,8,2000,69659,Petrol,86,0,0,1300,3,4,6,69,1025,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0
465,Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,46,11,2000,69574,Petrol,97,0,0,1400,5,4,5,85,1065,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
466,?Corolla 1.9 D LIFTB TERRA 4/5-Doors,8750,47,10,2000,69000,Diesel,69,1,0,1900,5,4,5,185,1140,0,1,3,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
467,Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,8750,49,8,2000,68565,Petrol,110,1,0,1600,4,4,5,69,1030,0,1,3,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0
468,Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,11450,55,2,2000,68520,Diesel,72,1,0,2000,3,4,5,185,1115,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
469,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,46,11,2000,68414,Petrol,97,0,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0
470,Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11950,56,1,2000,66777,Petrol,110,0,0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1
471,?Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,52,5,2000,66527,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1
472,?Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11250,54,3,2000,66063,Petrol,110,1,0,1600,5,4,5,85,1090,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0
473,Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,50,7,2000,65471,Petrol,97,1,0,1400,5,4,5,85,1060,0,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
474,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,1,2000,65400,Petrol,97,1,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
475,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,52,5,2000,65170,Petrol,97,1,0,1400,3,4,5,69,1025,1,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0
476,Corolla 1.6 sol lb 4/5-Doors,11950,56,1,2000,65000,Petrol,110,1,0,1600,5,4,5,19,1075,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10450,48,9,2000,64193,Petrol,110,1,0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
478,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,54,3,2000,64000,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
479,Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10250,54,3,2000,63792,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0
480,Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,9930,53,4,2000,63635,Petrol,110,1,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0
481,?Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,54,3,2000,63135,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1
482,Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,54,3,2000,63123,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0
483,Corolla 1.9 D Wagon Stationwagen,11500,48,9,2000,63000,Diesel,69,1,0,1900,5,4,5,185,1140,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
484,Corolla 1.6 SDN LINEA SOL 4/5-Doors,11500,55,2,2000,63000,Petrol,110,0,0,1600,4,4,5,69,1035,0,1,3,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
485,Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,54,3,2000,62987,Petrol,110,0,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1
486,?Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,56,1,2000,62751,Petrol,110,0,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1
487,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,54,3,2000,62519,Petrol,97,0,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0
488,?Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,7,2000,62280,Petrol,97,1,0,1400,5,4,5,85,1060,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
489,?Corolla 1.6 VVTI Linea Terra liftback 4/5-Doors,10750,50,7,2000,61672,Petrol,110,0,0,1600,5,4,5,85,1075,0,0,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
490,Corolla LIFTBACK 1.9 D Linea Terra 4/5-Doors,8950,54,3,2000,61000,Diesel,69,0,0,2000,5,4,5,185,1140,0,1,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
491,?Corolla 1.6 16V HATCHB S 2/3-Doors,12000,56,1,2000,61000,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
492,Corolla ! 1.6-16v vvt-i sol airco sedan 4/5-Doors,9940,53,4,2000,60558,Petrol,110,1,0,1600,4,4,5,19,1105,0,0,12,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
493,?Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,47,10,2000,60348,Petrol,110,0,0,1600,4,4,5,69,1030,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0
494,?Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10750,54,3,2000,60239,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1
495,?Corolla 1.4 VVTI Linea Terra 2/3-Doors,9799,51,6,2000,59000,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,6,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0
496,Corolla 1.4 VVT-i Linea Luna liftback 4/5-Doors,11750,51,6,2000,58761,Petrol,97,0,0,1300,5,4,5,85,1060,0,1,12,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
497,Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11950,54,3,2000,58745,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
498,Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11250,52,5,2000,58596,Petrol,110,1,0,1600,3,4,5,69,1045,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
499,?Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11750,54,3,2000,58530,Petrol,110,0,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
500,Corolla 1.6 16V HATCHB S 2/3-Doors,10950,55,2,2000,58377,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0
501,?Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11250,56,1,2000,58142,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
502,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,53,4,2000,57948,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
503,Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9700,51,6,2000,57645,Petrol,110,0,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
504,?Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,47,10,2000,57500,Petrol,110,1,0,1600,4,4,5,19,1105,0,0,3,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
505,?Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9900,53,4,2000,57475,Petrol,110,0,0,1600,3,4,5,69,1040,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
506,Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,9990,55,2,2000,56743,Petrol,110,0,0,1600,3,4,5,69,1045,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
507,?Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9475,48,9,2000,56675,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0
508,Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,54,3,2000,55877,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
509,Corolla 1.6 VVTI Linea Sol Sedan 4/5-Doors,11950,53,4,2000,55500,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,12,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1
510,?Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11500,55,2,2000,54900,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
511,Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,7,2000,54465,Petrol,110,0,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
512,?Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,46,11,2000,53700,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0
513,?Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11700,52,5,2000,53561,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0
514,Corolla 1.6 16v Liftback Linea So 4/5-Doors,11900,51,6,2000,53408,Petrol,110,1,0,1600,5,4,5,85,1080,0,0,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
515,?Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,51,6,2000,53268,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0
516,?Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,49,8,2000,53116,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
517,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,1,2000,52448,Petrol,97,0,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
518,Corolla 1.4 HB LINEA TERRA 2/3-Doors,10750,55,2,2000,52149,Petrol,97,1,0,1400,3,4,5,19,1085,0,1,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
519,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,11950,55,2,2000,52141,Petrol,110,1,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
520,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10000,56,1,2000,52000,Petrol,97,0,0,1400,3,4,5,69,1025,0,0,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
521,?Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10495,48,9,2000,50967,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
522,Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,50,7,2000,50400,Petrol,110,0,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
523,?Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9400,54,3,2000,50000,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
524,Corolla 1.3 G6 liftback 4/5-Doors,11950,51,6,2000,50000,Petrol,86,1,0,1300,5,4,5,69,1045,1,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0
525,Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9650,53,4,2000,49969,Petrol,110,0,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1
526,?Corolla 1.6 HB LINEA TERRA 2/3-Doors,18950,49,8,2000,49568,Petrol,110,1,0,1600,3,4,5,19,1105,0,1,3,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0
527,?Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,11450,51,6,2000,49473,Petrol,110,0,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0
528,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10250,52,5,2000,49432,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1
529,Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11450,48,9,2000,49417,Petrol,110,1,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
530,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,54,3,2000,49366,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
531,?Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10500,56,1,2000,48731,Petrol,110,1,0,1600,3,4,5,85,1055,1,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0
532,Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13750,54,3,2000,48370,Petrol,110,1,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1
533,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,48,9,2000,48071,Petrol,97,0,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
534,Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10250,54,3,2000,47852,Petrol,110,1,0,1600,4,4,5,69,1030,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
535,?Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10850,54,3,2000,47768,Petrol,110,0,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0
536,?Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11895,52,5,2000,47689,Petrol,110,0,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
537,Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,53,4,2000,47451,Petrol,110,1,0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1
538,Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,50,7,2000,47219,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
539,?Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10750,56,1,2000,47211,Petrol,110,1,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
540,?Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9550,54,3,2000,46856,Petrol,97,0,0,1400,5,4,5,85,1060,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
541,?Corolla 1.3 Linea Terra liftback 4/5-Doors,10950,56,1,2000,46500,Petrol,86,0,0,1300,5,4,5,69,1035,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
542,Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11750,52,5,2000,46449,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1
543,?Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,10950,47,10,2000,46391,Petrol,110,0,0,1600,5,4,5,85,1075,0,1,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
544,Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12450,54,3,2000,46230,Petrol,110,1,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0
545,?Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10500,52,5,2000,46029,Petrol,110,1,0,1600,4,4,5,69,1030,1,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0
546,?Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,50,7,2000,46000,Petrol,97,0,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0
547,?Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,50,7,2000,45900,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1
548,Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,47,10,2000,45850,Petrol,97,0,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
549,Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12500,56,1,2000,45336,Petrol,110,1,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0
550,?Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,2,2000,44537,Petrol,97,0,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
551,Corolla 1.3 16V HATCHB G6 2/3-Doors,10750,56,1,2000,43700,Petrol,86,1,0,1300,3,4,5,69,1025,1,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0
552,?Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,12500,48,9,2000,43120,Petrol,97,1,0,1400,3,4,5,69,1030,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
554,Corolla 1.6 Hatchback 2/3-Doors,10450,49,8,2000,41710,Petrol,110,0,0,1600,3,4,5,69,1040,1,0,12,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0
555,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,52,5,2000,41700,Petrol,97,1,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1
556,?Corolla 1.6 VVT-i Linea Sol 4/5-Doors,12950,49,8,2000,41636,Petrol,110,1,0,1600,5,4,5,19,1105,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
557,Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10995,50,7,2000,41273,Petrol,97,0,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1
558,Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,11950,49,8,2000,40836,Petrol,110,0,1,1600,3,4,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
559,Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11250,50,7,2000,40400,Petrol,97,1,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1
560,Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11950,47,10,2000,40361,Petrol,110,1,0,1600,5,4,5,85,1090,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0
561,Corolla 1.3 16V LIFTB G6 4/5-Doors,13750,54,3,2000,40325,Petrol,86,0,0,1300,5,4,5,69,1045,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
562,?Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11000,47,10,2000,40000,Petrol,110,0,0,1600,5,4,5,85,1080,0,0,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
563,Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13500,50,7,2000,39706,Petrol,110,1,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
564,?Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,54,3,2000,39291,Petrol,110,1,0,1600,3,4,5,69,1040,0,1,3,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0
565,?Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,54,3,2000,39000,Petrol,97,0,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
566,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,47,10,2000,38900,Petrol,97,1,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
567,Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,51,6,2000,38403,Petrol,110,0,0,1600,3,4,5,85,1055,0,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0
568,?Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,1,2000,37461,Petrol,97,0,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
569,Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,54,3,2000,37000,Petrol,97,1,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
570,?Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10995,55,2,2000,36406,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
